date,tenor,yield_to_maturity,instrument
2023-08-03,360,0.0432 ,US Treasury
2023-08-04,360,0.0421 ,US Treasury
2023-08-07,360,0.0427 ,US Treasury
2023-08-08,360,0.0420 ,US Treasury
2023-08-09,360,0.0418 ,US Treasury
2023-08-10,360,0.0424 ,US Treasury
2023-08-11,360,0.0427 ,US Treasury
2023-08-14,360,0.0429 ,US Treasury
2023-08-15,360,0.0432 ,US Treasury
2023-08-16,360,0.0438 ,US Treasury
2023-08-17,360,0.0441 ,US Treasury
2023-08-18,360,0.0438 ,US Treasury
2023-08-21,360,0.0445 ,US Treasury
2023-08-22,360,0.0442 ,US Treasury
2023-08-23,360,0.0427 ,US Treasury
2023-08-24,360,0.0430 ,US Treasury
2023-08-25,360,0.0430 ,US Treasury
2023-08-28,360,0.0429 ,US Treasury
2023-08-29,360,0.0423 ,US Treasury
2023-08-30,360,0.0423 ,US Treasury
2023-08-31,360,0.0420 ,US Treasury
2023-09-01,360,0.0429 ,US Treasury
2023-09-05,360,0.0438 ,US Treasury
2023-09-06,360,0.0437 ,US Treasury
2023-09-07,360,0.0436 ,US Treasury
2023-09-08,360,0.0433 ,US Treasury
2023-09-11,360,0.0437 ,US Treasury
2023-09-12,360,0.0435 ,US Treasury
2023-09-13,360,0.0434 ,US Treasury
2023-09-14,360,0.0439 ,US Treasury
2023-09-15,360,0.0442 ,US Treasury
2023-09-18,360,0.0440 ,US Treasury
2023-09-19,360,0.0443 ,US Treasury
2023-09-20,360,0.0440 ,US Treasury
2023-09-22,,0.0522 ,037833BA7
2023-09-21,,0.0528 ,037833BA7
2023-09-20,,0.0521 ,037833BA7
2023-09-19,,0.0521 ,037833BA7
2023-09-18,,0.0510 ,037833BA7
2023-09-15,,0.0512 ,037833BA7
2023-09-14,,0.0511 ,037833BA7
2023-09-13,,0.0506 ,037833BA7
2023-09-12,,0.0506 ,037833BA7
2023-09-11,,0.0506 ,037833BA7
2023-09-08,,0.0505 ,037833BA7
2023-09-07,,0.0506 ,037833BA7
2023-09-06,,0.0514 ,037833BA7
2023-09-05,,0.0515 ,037833BA7
2023-09-01,,0.0508 ,037833BA7
2023-08-31,,0.0498 ,037833BA7
2023-08-30,,0.0496 ,037833BA7
2023-08-29,,0.0491 ,037833BA7
2023-08-28,,0.0503 ,037833BA7
2023-08-25,,0.0506 ,037833BA7
2023-08-24,,0.0509 ,037833BA7
2023-08-23,,0.0506 ,037833BA7
2023-08-22,,0.0515 ,037833BA7
2023-08-21,,0.0528 ,037833BA7
2023-08-18,,0.0524 ,037833BA7
2023-08-17,,0.0517 ,037833BA7
2023-08-16,,0.0519 ,037833BA7
2023-08-15,,0.0516 ,037833BA7
2023-08-14,,0.0507 ,037833BA7
2023-08-11,,0.0501 ,037833BA7
2023-08-10,,0.0500 ,037833BA7
2023-08-09,,0.0490 ,037833BA7
2023-08-08,,0.0503 ,037833BA7
2023-08-07,,0.0501 ,037833BA7
2023-08-04,,0.0496 ,037833BA7
2023-08-03,,0.0505 ,037833BA7
2023-08-02,,0.0492 ,037833BA7
2023-08-01,,0.0487 ,037833BA7
2023-07-31,,0.0475 ,037833BA7
2023-07-28,,0.0474 ,037833BA7
2023-07-27,,0.0475 ,037833BA7
2023-07-26,,0.0469 ,037833BA7
2023-07-25,,0.0471 ,037833BA7
2023-07-24,,0.0468 ,037833BA7
2023-07-21,,0.0469 ,037833BA7
2023-07-20,,0.0470 ,037833BA7
2023-07-19,,0.0462 ,037833BA7
2023-07-18,,0.0467 ,037833BA7
2023-07-17,,0.0473 ,037833BA7
2023-07-14,,0.0469 ,037833BA7
2023-07-13,,0.0466 ,037833BA7
2023-07-12,,0.0471 ,037833BA7
2023-07-11,,0.0483 ,037833BA7
2023-07-10,,0.0485 ,037833BA7
2023-07-07,,0.0490 ,037833BA7
2023-07-06,,0.0488 ,037833BA7
2023-07-05,,0.0474 ,037833BA7
2023-07-04,,0.0469 ,037833BA7
2023-07-03,,0.0469 ,037833BA7
2023-06-30,,0.0470 ,037833BA7
2023-06-29,,0.0472 ,037833BA7
2023-06-28,,0.0466 ,037833BA7
2023-06-27,,0.0469 ,037833BA7
2023-06-26,,0.0463 ,037833BA7
2023-06-23,,0.0459 ,037833BA7
2023-06-22,,0.0465 ,037833BA7
2023-06-21,,0.0458 ,037833BA7
2023-06-20,,0.0463 ,037833BA7
2023-06-19,,0.0470 ,037833BA7
2023-06-16,,0.0463 ,037833BA7
2023-06-15,,0.0461 ,037833BA7
2023-06-14,,0.0465 ,037833BA7
2023-06-13,,0.0479 ,037833BA7
2023-06-12,,0.0473 ,037833BA7
2023-06-09,,0.0472 ,037833BA7
2023-06-08,,0.0471 ,037833BA7
2023-06-07,,0.0479 ,037833BA7
2023-06-06,,0.0464 ,037833BA7
2023-06-05,,0.0466 ,037833BA7
2023-06-02,,0.0470 ,037833BA7
2023-06-01,,0.0463 ,037833BA7
2023-05-31,,0.0468 ,037833BA7
2023-05-30,,0.0467 ,037833BA7
2023-05-29,,0.0476 ,037833BA7
2023-05-26,,0.0480 ,037833BA7
2023-05-25,,0.0489 ,037833BA7
2023-05-24,,0.0485 ,037833BA7
2023-05-23,,0.0481 ,037833BA7
2023-05-22,,0.0483 ,037833BA7
2023-05-19,,0.0482 ,037833BA7
2023-05-18,,0.0485 ,037833BA7
2023-05-17,,0.0480 ,037833BA7
2023-05-16,,0.0478 ,037833BA7
2023-05-15,,0.0472 ,037833BA7
2023-05-12,,0.0467 ,037833BA7
2023-05-11,,0.0456 ,037833BA7
2023-05-10,,0.0465 ,037833BA7
2023-05-09,,0.0473 ,037833BA7
2023-05-08,,0.0474 ,037833BA7
2023-05-05,,0.0462 ,037833BA7
2023-05-04,,0.0468 ,037833BA7
2023-05-03,,0.0458 ,037833BA7
2023-05-02,,0.0459 ,037833BA7
2023-05-01,,0.0470 ,037833BA7
2023-04-28,,0.0458 ,037833BA7
2023-04-27,,0.0462 ,037833BA7
2023-04-26,,0.0453 ,037833BA7
2023-04-25,,0.0449 ,037833BA7
2023-04-24,,0.0455 ,037833BA7
2023-04-21,,0.0461 ,037833BA7
2023-04-20,,0.0456 ,037833BA7
2023-04-19,,0.0460 ,037833BA7
2023-04-18,,0.0459 ,037833BA7
2023-04-17,,0.0464 ,037833BA7
2023-04-14,,0.0453 ,037833BA7
2023-04-13,,0.0450 ,037833BA7
2023-04-12,,0.0444 ,037833BA7
2023-04-11,,0.0450 ,037833BA7
2023-04-10,,0.0451 ,037833BA7
2023-04-07,,0.0450 ,037833BA7
2023-04-06,,0.0443 ,037833BA7
2023-04-05,,0.0444 ,037833BA7
2023-04-04,,0.0438 ,037833BA7
2023-04-03,,0.0447 ,037833BA7
2023-03-31,,0.0456 ,037833BA7
2023-03-30,,0.0465 ,037833BA7
2023-03-29,,0.0465 ,037833BA7
2023-03-28,,0.0468 ,037833BA7
2023-03-27,,0.0468 ,037833BA7
2023-03-24,,0.0458 ,037833BA7
2023-03-23,,0.0456 ,037833BA7
2023-03-22,,0.0461 ,037833BA7
2023-03-21,,0.0470 ,037833BA7
2023-03-20,,0.0470 ,037833BA7
2023-03-17,,0.0467 ,037833BA7
2023-03-16,,0.0473 ,037833BA7
2023-03-15,,0.0479 ,037833BA7
2023-03-14,,0.0486 ,037833BA7
2023-03-13,,0.0485 ,037833BA7
2023-03-10,,0.0478 ,037833BA7
2023-03-09,,0.0489 ,037833BA7
2023-03-08,,0.0485 ,037833BA7
2023-03-07,,0.0488 ,037833BA7
2023-03-06,,0.0485 ,037833BA7
2023-03-03,,0.0488 ,037833BA7
2023-03-02,,0.0503 ,037833BA7
2023-03-01,,0.0498 ,037833BA7
2023-02-28,,0.0496 ,037833BA7
2023-02-27,,0.0493 ,037833BA7
2023-02-24,,0.0497 ,037833BA7
2023-02-23,,0.0488 ,037833BA7
2023-02-22,,0.0492 ,037833BA7
2023-02-21,,0.0496 ,037833BA7
2023-02-20,,0.0485 ,037833BA7
2023-02-17,,0.0484 ,037833BA7
2023-02-16,,0.0488 ,037833BA7
2023-02-15,,0.0484 ,037833BA7
2023-02-14,,0.0476 ,037833BA7
2023-02-13,,0.0476 ,037833BA7
2023-02-10,,0.0480 ,037833BA7
2023-02-09,,0.0469 ,037833BA7
2023-02-08,,0.0460 ,037833BA7
2023-02-07,,0.0462 ,037833BA7
2023-02-06,,0.0462 ,037833BA7
2023-02-03,,0.0449 ,037833BA7
2023-02-02,,0.0441 ,037833BA7
2023-02-01,,0.0445 ,037833BA7
2023-01-31,,0.0452 ,037833BA7
2023-01-30,,0.0456 ,037833BA7
2023-01-27,,0.0454 ,037833BA7
2023-01-26,,0.0454 ,037833BA7
2023-01-25,,0.0448 ,037833BA7
2023-01-24,,0.0446 ,037833BA7
2023-01-23,,0.0455 ,037833BA7
2023-01-20,,0.0452 ,037833BA7
2023-01-19,,0.0445 ,037833BA7
2023-01-18,,0.0437 ,037833BA7
2023-01-17,,0.0450 ,037833BA7
2023-01-16,,0.0455 ,037833BA7
2023-01-13,,0.0450 ,037833BA7
2023-01-12,,0.0447 ,037833BA7
2023-01-11,,0.0457 ,037833BA7
2023-01-10,,0.0466 ,037833BA7
2023-01-09,,0.0453 ,037833BA7
2023-01-06,,0.0460 ,037833BA7
2023-01-05,,0.0476 ,037833BA7
2023-01-04,,0.0477 ,037833BA7
2023-01-03,,0.0481 ,037833BA7
2023-01-02,,0.0483 ,037833BA7
2022-12-30,,0.0487 ,037833BA7
2022-12-29,,0.0486 ,037833BA7
2022-12-28,,0.0493 ,037833BA7
2022-12-27,,0.0488 ,037833BA7
2022-12-23,,0.0475 ,037833BA7
2022-12-22,,0.0476 ,037833BA7
2022-12-21,,0.0472 ,037833BA7
2022-12-20,,0.0481 ,037833BA7
2022-12-19,,0.0465 ,037833BA7
2022-12-16,,0.0452 ,037833BA7
2022-12-15,,0.0444 ,037833BA7
2022-12-14,,0.0444 ,037833BA7
2022-12-13,,0.0445 ,037833BA7
2022-12-12,,0.0452 ,037833BA7
2022-12-09,,0.0456 ,037833BA7
2022-12-08,,0.0440 ,037833BA7
2022-12-07,,0.0439 ,037833BA7
2022-12-06,,0.0448 ,037833BA7
2022-12-05,,0.0455 ,037833BA7
2022-12-02,,0.0447 ,037833BA7
2022-12-01,,0.0450 ,037833BA7
2022-11-30,,0.0467 ,037833BA7
2022-11-29,,0.0469 ,037833BA7
2022-11-28,,0.0462 ,037833BA7
2022-11-25,,0.0459 ,037833BA7
2022-11-24,,0.0459 ,037833BA7
2022-11-23,,0.0462 ,037833BA7
2022-11-22,,0.0475 ,037833BA7
2022-11-21,,0.0484 ,037833BA7
2022-11-18,,0.0489 ,037833BA7
2022-11-17,,0.0487 ,037833BA7
2022-11-16,,0.0489 ,037833BA7
2022-11-15,,0.0500 ,037833BA7
2022-11-14,,0.0509 ,037833BA7
2022-11-11,,0.0517 ,037833BA7
2022-11-10,,0.0513 ,037833BA7
2022-11-09,,0.0544 ,037833BA7
2022-11-08,,0.0541 ,037833BA7
2022-11-07,,0.0540 ,037833BA7
2022-11-04,,0.0540 ,037833BA7
2022-11-03,,0.0539 ,037833BA7
2022-11-02,,0.0533 ,037833BA7
2022-11-01,,0.0523 ,037833BA7
2022-10-31,,0.0533 ,037833BA7
2022-10-28,,0.0529 ,037833BA7
2022-10-27,,0.0527 ,037833BA7
2022-10-26,,0.0530 ,037833BA7
2022-10-25,,0.0537 ,037833BA7
2022-10-24,,0.0549 ,037833BA7
2022-10-21,,0.0551 ,037833BA7
2022-10-19,,0.0533 ,037833BA7
2022-10-18,,0.0520 ,037833BA7
2022-10-17,,0.0521 ,037833BA7
2022-10-14,,0.0528 ,037833BA7
2022-10-13,,0.0528 ,037833BA7
2022-10-12,,0.0516 ,037833BA7
2022-10-11,,0.0522 ,037833BA7
2022-10-10,,0.0518 ,037833BA7
2022-10-07,,0.0510 ,037833BA7
2022-10-06,,0.0501 ,037833BA7
2022-10-05,,0.0498 ,037833BA7
2022-10-04,,0.0488 ,037833BA7
2022-10-03,,0.0493 ,037833BA7
2022-09-30,,0.0514 ,037833BA7
2022-09-29,,0.0518 ,037833BA7
2022-09-28,,0.0505 ,037833BA7
2022-09-27,,0.0518 ,037833BA7
2022-09-26,,0.0499 ,037833BA7
2022-09-23,,0.0480 ,037833BA7
2022-09-22,,0.0477 ,037833BA7
2022-09-21,,0.0466 ,037833BA7
2022-09-20,,0.0473 ,037833BA7
2022-09-19,,0.0466 ,037833BA7
2022-09-16,,0.0465 ,037833BA7
2022-09-15,,0.0457 ,037833BA7
2022-09-14,,0.0453 ,037833BA7
2022-09-13,,0.0456 ,037833BA7
2022-09-12,,0.0461 ,037833BA7
2022-09-09,,0.0452 ,037833BA7
2022-09-08,,0.0455 ,037833BA7
2022-09-07,,0.0455 ,037833BA7
2022-09-06,,0.0465 ,037833BA7
2022-09-05,,0.0450 ,037833BA7
2022-09-02,,0.0452 ,037833BA7
2022-09-01,,0.0454 ,037833BA7
2022-08-31,,0.0447 ,037833BA7
2022-08-30,,0.0436 ,037833BA7
2022-08-29,,0.0439 ,037833BA7
2022-08-26,,0.0427 ,037833BA7
2022-08-25,,0.0427 ,037833BA7
2022-08-24,,0.0439 ,037833BA7
2022-08-23,,0.0438 ,037833BA7
2022-08-22,,0.0437 ,037833BA7
2022-08-19,,0.0432 ,037833BA7
2022-08-18,,0.0423 ,037833BA7
2022-08-17,,0.0424 ,037833BA7
2022-08-16,,0.0412 ,037833BA7
2022-08-15,,0.0413 ,037833BA7
2022-08-12,,0.0417 ,037833BA7
2022-08-11,,0.0424 ,037833BA7
2022-08-10,,0.0423 ,037833BA7
2022-08-09,,0.0415 ,037833BA7
2022-08-08,,0.0415 ,037833BA7
2022-08-05,,0.0419 ,037833BA7
2022-08-04,,0.0404 ,037833BA7
2022-08-03,,0.0406 ,037833BA7
2022-08-02,,0.0410 ,037833BA7
2022-08-01,,0.0398 ,037833BA7
2022-07-29,,0.0404 ,037833BA7
2022-07-28,,0.0403 ,037833BA7
2022-07-27,,0.0413 ,037833BA7
2022-07-26,,0.0419 ,037833BA7
2022-07-25,,0.0411 ,037833BA7
2022-07-22,,0.0398 ,037833BA7
2022-07-21,,0.0409 ,037833BA7
2022-07-20,,0.0426 ,037833BA7
2022-07-19,,0.0423 ,037833BA7
2022-07-18,,0.0427 ,037833BA7
2022-07-15,,0.0420 ,037833BA7
2022-07-14,,0.0425 ,037833BA7
2022-07-13,,0.0428 ,037833BA7
2022-07-12,,0.0427 ,037833BA7
2022-07-11,,0.0425 ,037833BA7
2022-07-08,,0.0436 ,037833BA7
2022-07-07,,0.0434 ,037833BA7
2022-07-06,,0.0434 ,037833BA7
2022-07-05,,0.0432 ,037833BA7
2022-07-04,,0.0437 ,037833BA7
2022-07-01,,0.0434 ,037833BA7
2022-06-30,,0.0439 ,037833BA7
2022-06-29,,0.0441 ,037833BA7
2022-06-28,,0.0450 ,037833BA7
2022-06-27,,0.0444 ,037833BA7
2022-06-24,,0.0443 ,037833BA7
2022-06-23,,0.0447 ,037833BA7
2022-06-22,,0.0445 ,037833BA7
2022-06-21,,0.0449 ,037833BA7
2022-06-20,,0.0454 ,037833BA7
2022-06-17,,0.0449 ,037833BA7
2022-06-16,,0.0447 ,037833BA7
2022-06-15,,0.0447 ,037833BA7
2022-06-14,,0.0463 ,037833BA7
2022-06-13,,0.0459 ,037833BA7
2022-06-10,,0.0440 ,037833BA7
2022-06-09,,0.0431 ,037833BA7
2022-06-08,,0.0430 ,037833BA7
2022-06-07,,0.0423 ,037833BA7
2022-06-06,,0.0430 ,037833BA7
2022-06-03,,0.0419 ,037833BA7
2022-06-02,,0.0417 ,037833BA7
2022-06-01,,0.0408 ,037833BA7
2022-05-31,,0.0409 ,037833BA7
2022-05-30,,0.0409 ,037833BA7
2022-05-27,,0.0404 ,037833BA7
2022-05-26,,0.0406 ,037833BA7
2022-05-25,,0.0413 ,037833BA7
2022-05-24,,0.0419 ,037833BA7
2022-05-23,,0.0429 ,037833BA7
2022-05-20,,0.0420 ,037833BA7
2022-05-19,,0.0428 ,037833BA7
2022-05-18,,0.0435 ,037833BA7
2022-05-17,,0.0442 ,037833BA7
2022-05-16,,0.0437 ,037833BA7
2022-05-13,,0.0435 ,037833BA7
2022-05-12,,0.0426 ,037833BA7
2022-05-11,,0.0431 ,037833BA7
2022-05-10,,0.0440 ,037833BA7
2022-05-09,,0.0444 ,037833BA7
2022-05-06,,0.0451 ,037833BA7
2022-05-05,,0.0435 ,037833BA7
2022-05-04,,0.0427 ,037833BA7
2022-05-03,,0.0427 ,037833BA7
2022-05-02,,0.0434 ,037833BA7
2022-04-29,,0.0430 ,037833BA7
2022-04-28,,0.0416 ,037833BA7
2022-04-27,,0.0418 ,037833BA7
2022-04-26,,0.0404 ,037833BA7
2022-04-25,,0.0413 ,037833BA7
2022-04-22,,0.0420 ,037833BA7
2022-04-21,,0.0415 ,037833BA7
2022-04-20,,0.0406 ,037833BA7
2022-04-19,,0.0419 ,037833BA7
2022-04-18,,0.0410 ,037833BA7
2022-04-15,,0.0400 ,037833BA7
2022-04-14,,0.0401 ,037833BA7
2022-04-13,,0.0395 ,037833BA7
2022-04-12,,0.0394 ,037833BA7
2022-04-11,,0.0398 ,037833BA7
2022-04-08,,0.0384 ,037833BA7
2022-04-07,,0.0380 ,037833BA7
2022-04-06,,0.0370 ,037833BA7
2022-04-05,,0.0363 ,037833BA7
2022-04-04,,0.0349 ,037833BA7
2022-04-01,,0.0347 ,037833BA7
2022-03-31,,0.0350 ,037833BA7
2022-03-30,,0.0352 ,037833BA7
2022-03-29,,0.0354 ,037833BA7
2022-03-28,,0.0366 ,037833BA7
2022-03-25,,0.0372 ,037833BA7
2022-03-24,,0.0360 ,037833BA7
2022-03-23,,0.0356 ,037833BA7
2022-03-22,,0.0365 ,037833BA7
2022-03-21,,0.0363 ,037833BA7
2022-03-18,,0.0349 ,037833BA7
2022-03-17,,0.0356 ,037833BA7
2022-03-16,,0.0370 ,037833BA7
2022-03-15,,0.0376 ,037833BA7
2022-03-14,,0.0380 ,037833BA7
2022-03-11,,0.0365 ,037833BA7
2022-03-10,,0.0365 ,037833BA7
2022-03-09,,0.0357 ,037833BA7
2022-03-08,,0.0362 ,037833BA7
2022-03-07,,0.0347 ,037833BA7
2022-03-04,,0.0337 ,037833BA7
2022-03-03,,0.0337 ,037833BA7
2022-03-02,,0.0344 ,037833BA7
2022-03-01,,0.0328 ,037833BA7
2022-02-28,,0.0332 ,037833BA7
2022-02-25,,0.0347 ,037833BA7
2022-02-24,,0.0348 ,037833BA7
2022-02-23,,0.0352 ,037833BA7
2022-02-22,,0.0343 ,037833BA7
2022-02-21,,0.0343 ,037833BA7
2022-02-18,,0.0343 ,037833BA7
2022-02-17,,0.0345 ,037833BA7
2022-02-16,,0.0346 ,037833BA7
2022-02-15,,0.0344 ,037833BA7
2022-02-14,,0.0339 ,037833BA7
2022-02-11,,0.0335 ,037833BA7
2022-02-10,,0.0338 ,037833BA7
2022-02-09,,0.0329 ,037833BA7
2022-02-08,,0.0331 ,037833BA7
2022-02-07,,0.0330 ,037833BA7
2022-02-04,,0.0329 ,037833BA7
2022-02-03,,0.0322 ,037833BA7
2022-02-02,,0.0316 ,037833BA7
2022-02-01,,0.0318 ,037833BA7
2022-01-31,,0.0317 ,037833BA7
2022-01-28,,0.0318 ,037833BA7
2022-01-27,,0.0317 ,037833BA7
2022-01-26,,0.0321 ,037833BA7
2022-01-25,,0.0315 ,037833BA7
2022-01-24,,0.0317 ,037833BA7
2022-01-21,,0.0312 ,037833BA7
2022-01-20,,0.0312 ,037833BA7
2022-01-19,,0.0313 ,037833BA7
2022-01-18,,0.0317 ,037833BA7
2022-01-17,,0.0313 ,037833BA7
2022-01-14,,0.0310 ,037833BA7
2022-01-13,,0.0300 ,037833BA7
2022-01-12,,0.0302 ,037833BA7
2022-01-11,,0.0301 ,037833BA7
2022-01-10,,0.0299 ,037833BA7
2022-01-07,,0.0300 ,037833BA7
2022-01-06,,0.0296 ,037833BA7
2022-01-05,,0.0298 ,037833BA7
2022-01-04,,0.0293 ,037833BA7
2022-01-03,,0.0286 ,037833BA7
2021-12-31,,0.0276 ,037833BA7
2021-12-30,,0.0277 ,037833BA7
2021-12-29,,0.0284 ,037833BA7
2021-12-28,,0.0278 ,037833BA7
2021-12-27,,0.0277 ,037833BA7
2021-12-24,,0.0283 ,037833BA7
2021-12-23,,0.0283 ,037833BA7
2021-12-22,,0.0278 ,037833BA7
2021-12-21,,0.0280 ,037833BA7
2021-12-20,,0.0284 ,037833BA7
2021-12-17,,0.0275 ,037833BA7
2021-12-16,,0.0280 ,037833BA7
2021-12-15,,0.0280 ,037833BA7
2021-12-14,,0.0276 ,037833BA7
2021-12-13,,0.0274 ,037833BA7
2021-12-10,,0.0280 ,037833BA7
2021-12-09,,0.0277 ,037833BA7
2021-12-08,,0.0277 ,037833BA7
2021-12-07,,0.0271 ,037833BA7
2021-12-06,,0.0266 ,037833BA7
2021-12-03,,0.0261 ,037833BA7
2021-12-02,,0.0272 ,037833BA7
2021-12-01,,0.0270 ,037833BA7
2021-11-30,,0.0274 ,037833BA7
2021-11-29,,0.0276 ,037833BA7
2021-11-26,,0.0273 ,037833BA7
2021-11-25,,0.0284 ,037833BA7
2021-11-24,,0.0285 ,037833BA7
2021-11-23,,0.0291 ,037833BA7
2021-11-22,,0.0279 ,037833BA7
2021-11-19,,0.0279 ,037833BA7
2021-11-18,,0.0285 ,037833BA7
2021-11-17,,0.0282 ,037833BA7
2021-11-16,,0.0287 ,037833BA7
2021-11-15,,0.0283 ,037833BA7
2021-11-12,,0.0273 ,037833BA7
2021-11-11,,0.0274 ,037833BA7
2021-11-10,,0.0272 ,037833BA7
2021-11-09,,0.0262 ,037833BA7
2021-11-08,,0.0267 ,037833BA7
2021-11-05,,0.0267 ,037833BA7
2021-11-04,,0.0276 ,037833BA7
2021-11-03,,0.0282 ,037833BA7
2021-11-02,,0.0275 ,037833BA7
2021-11-01,,0.0278 ,037833BA7
2021-10-29,,0.0275 ,037833BA7
2021-10-28,,0.0280 ,037833BA7
2021-10-27,,0.0275 ,037833BA7
2021-10-26,,0.0284 ,037833BA7
2021-10-25,,0.0288 ,037833BA7
2021-10-22,,0.0287 ,037833BA7
2021-10-21,,0.0294 ,037833BA7
2021-10-20,,0.0288 ,037833BA7
2021-10-19,,0.0283 ,037833BA7
2021-10-18,,0.0276 ,037833BA7
2021-10-15,,0.0280 ,037833BA7
2021-10-14,,0.0276 ,037833BA7
2021-10-13,,0.0278 ,037833BA7
2021-10-12,,0.0283 ,037833BA7
2021-10-11,,0.0292 ,037833BA7
2021-10-08,,0.0291 ,037833BA7
2021-10-07,,0.0287 ,037833BA7
2021-10-06,,0.0280 ,037833BA7
2021-10-05,,0.0281 ,037833BA7
2021-10-04,,0.0276 ,037833BA7
2021-10-01,,0.0274 ,037833BA7
2021-09-30,,0.0277 ,037833BA7
2021-09-29,,0.0279 ,037833BA7
2021-09-28,,0.0280 ,037833BA7
2021-09-27,,0.0276 ,037833BA7
2021-09-24,,0.0274 ,037833BA7
2021-09-23,,0.0270 ,037833BA7
2021-09-22,,0.0259 ,037833BA7
2021-09-21,,0.0263 ,037833BA7
2021-09-20,,0.0261 ,037833BA7
2021-09-17,,0.0267 ,037833BA7
2021-09-16,,0.0267 ,037833BA7
2021-09-15,,0.0264 ,037833BA7
2021-09-14,,0.0260 ,037833BA7
2021-09-13,,0.0267 ,037833BA7
2021-09-10,,0.0269 ,037833BA7
2021-09-09,,0.0265 ,037833BA7
2021-09-08,,0.0275 ,037833BA7
2021-09-07,,0.0276 ,037833BA7
2021-09-06,,0.0273 ,037833BA7
